Cochrane,Caracterización,Pobreza,,15.07%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",175,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Codegua,Caracterización,Pobreza,,8.10%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",285,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Coelemu,Caracterización,Pobreza,,26.29%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",55,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Coihueco,Caracterización,Pobreza,,28.59%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",39,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Coinco,Caracterización,Pobreza,,8.67%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",275,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Colbún,Caracterización,Pobreza,,12.79%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",215,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Colchane,Caracterización,Pobreza,,40.29%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",4,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Colina,Caracterización,Pobreza,,10.89%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",245,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Collipulli,Caracterización,Pobreza,,34.66%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",14,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Coltauco,Caracterización,Pobreza,,15.30%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",170,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Combarbalá,Caracterización,Pobreza,,22.87%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",78,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Concepción,Caracterización,Pobreza,,13.64%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",200,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Conchalí,Caracterización,Pobreza,,11.35%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",239,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Concón,Caracterización,Pobreza,,8.41%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",278,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Constitución,Caracterización,Pobreza,,17.11%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",139,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Contulmo,Caracterización,Pobreza,,21.90%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",89,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Copiapó,Caracterización,Pobreza,,18.00%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",129,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Coquimbo,Caracterización,Pobreza,,14.52%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",186,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Coronel,Caracterización,Pobreza,,27.26%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",48,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Corral,Caracterización,Pobreza,,19.24%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",107,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Coyhaique,Caracterización,Pobreza,,15.06%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",176,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Cunco,Caracterización,Pobreza,,30.68%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",27,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Curacautín,Caracterización,Pobreza,,33.85%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",17,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Curacaví,Caracterización,Pobreza,,14.67%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",180,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Curaco de Vélez,Caracterización,Pobreza,,7.43%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",294,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Curanilahue,Caracterización,Pobreza,,30.93%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",24,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Curarrehue,Caracterización,Pobreza,,19.01%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",111,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Curepto,Caracterización,Pobreza,,9.58%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",261,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Curicó,Caracterización,Pobreza,,22.60%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",83,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Dalcahue,Caracterización,Pobreza,,6.44%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",308,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Diego de Almagro,Caracterización,Pobreza,,11.17%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",241,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Doñihue,Caracterización,Pobreza,,16.97%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",146,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
El Bosque,Caracterización,Pobreza,,13.24%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",209,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
El Carmen,Caracterización,Pobreza,,24.87%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",65,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
El Monte,Caracterización,Pobreza,,17.71%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",133,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
El Quisco,Caracterización,Pobreza,,10.85%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",247,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
El Tabo,Caracterización,Pobreza,,6.13%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",312,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Empedrado,Caracterización,Pobreza,,33.38%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",19,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Ercilla,Caracterización,Pobreza,,36.06%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",9,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Estación Central,Caracterización,Pobreza,,9.19%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",267,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Florida,Caracterización,Pobreza,,15.56%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",165,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Freire,Caracterización,Pobreza,,30.70%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",26,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Freirina,Caracterización,Pobreza,,16.39%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",150,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Fresia,Caracterización,Pobreza,,7.15%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",300,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Frutillar,Caracterización,Pobreza,,17.40%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",137,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Futaleufú,Caracterización,Pobreza,,7.82%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",290,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Futrono,Caracterización,Pobreza,,25.19%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",58,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Galvarino,Caracterización,Pobreza,,21.41%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",92,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
General Lagos,Caracterización,Pobreza,,24.58%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",67,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Gorbea,Caracterización,Pobreza,,23.05%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",77,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Graneros,Caracterización,Pobreza,,10.12%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",253,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Guaitecas,Caracterización,Pobreza,,,No existe dato de pobreza para esta comuna,,,,,,,,SI
Hijuelas,Caracterización,Pobreza,,16.22%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",155,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Hualaihué,Caracterización,Pobreza,,11.14%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",242,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Hualañé,Caracterización,Pobreza,,33.10%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",20,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Hualpén,Caracterización,Pobreza,,16.29%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",151,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Hualqui,Caracterización,Pobreza,,29.55%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",30,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Huara,Caracterización,Pobreza,,9.56%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",262,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Huasco,Caracterización,Pobreza,,6.14%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",311,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Huechuraba,Caracterización,Pobreza,,17.78%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",más,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",131,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
Illapel,Caracterización,Pobreza,,11.71%,"de los habitantes de la comuna viven bajo la línea de la pobreza, ",menos,"que el promedio nacional de 15,10%.","En el Ranking, la comuna se ubica en el lugar ",231,", siendo 1 la comuna con más pobreza y 334 la con menos.",,,SI
