Frutillar,Caracterización,Pobreza,,"17,40",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",137,
Futaleufú,Caracterización,Pobreza,,"7,82",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",290,
Futrono,Caracterización,Pobreza,,"25,19",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",58,
Galvarino,Caracterización,Pobreza,,"21,41",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",92,
General Lagos,Caracterización,Pobreza,,"24,58",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",67,
Gorbea,Caracterización,Pobreza,,"23,05",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",77,
Graneros,Caracterización,Pobreza,,"10,12",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",253,
Guaitecas,Caracterización,Pobreza,,S/I,Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",#VALOR!,
Hijuelas,Caracterización,Pobreza,,"16,22",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",155,
Hualaihué,Caracterización,Pobreza,,"11,14",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",242,
Hualañé,Caracterización,Pobreza,,"33,10",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",20,
Hualpén,Caracterización,Pobreza,,"16,29",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",151,
Hualqui,Caracterización,Pobreza,,"29,55",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",30,
Huara,Caracterización,Pobreza,,"9,56",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",262,
Huasco,Caracterización,Pobreza,,"6,14",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",311,
Huechuraba,Caracterización,Pobreza,,"17,78",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",131,
Illapel,Caracterización,Pobreza,,"11,71",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",231,
Independencia,Caracterización,Pobreza,,"8,73",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",273,
Iquique,Caracterización,Pobreza,,"15,95",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",157,
Isla de Maipo,Caracterización,Pobreza,,"17,09",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",140,
Isla de Pascua,Caracterización,Pobreza,,S/I,Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",#VALOR!,
Juan Fernández,Caracterización,Pobreza,,S/I,Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",#VALOR!,
La Calera,Caracterización,Pobreza,,"19,50",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",105,
La Cisterna,Caracterización,Pobreza,,"13,51",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",202,
La Cruz,Caracterización,Pobreza,,"18,44",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",120,
La Estrella,Caracterización,Pobreza,,"14,88",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",178,
La Florida,Caracterización,Pobreza,,"9,79",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",259,
La Granja,Caracterización,Pobreza,,"25,91",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",56,
La Higuera,Caracterización,Pobreza,,"11,62",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",232,
La Ligua,Caracterización,Pobreza,,"14,02",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",195,
La Pintana,Caracterización,Pobreza,,"30,02",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",29,
La Reina,Caracterización,Pobreza,,"1,75",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",332,
La Serena,Caracterización,Pobreza,,"13,92",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",196,
La Unión,Caracterización,Pobreza,,"19,31",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",106,
Lago Ranco,Caracterización,Pobreza,,"20,24",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",98,
Lago Verde,Caracterización,Pobreza,,S/I,Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",#VALOR!,
Laguna Blanca,Caracterización,Pobreza,,S/I,Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",#VALOR!,
Laja,Caracterización,Pobreza,,"22,41",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",85,
Lampa,Caracterización,Pobreza,,"16,94",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",147,
Lanco,Caracterización,Pobreza,,"18,26",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",123,
Las Cabras,Caracterización,Pobreza,,"8,25",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",281,
Las Condes,Caracterización,Pobreza,,"1,07",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",333,
Lautaro,Caracterización,Pobreza,,"31,96",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",21,
Lebu,Caracterización,Pobreza,,"39,03",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",5,
Licantén,Caracterización,Pobreza,,"13,80",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",198,
Limache,Caracterización,Pobreza,,"9,89",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",257,
Linares,Caracterización,Pobreza,,"28,70",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",38,
Litueche,Caracterización,Pobreza,,"14,33",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",187,
Llanquihue,Caracterización,Pobreza,,"18,21",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",124,
Llay-Llay,Caracterización,Pobreza,,"17,26",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",138,
Lo Barnechea,Caracterización,Pobreza,,"4,31",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",323,
Lo Espejo,Caracterización,Pobreza,,"15,67",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",163,
Lo Prado,Caracterización,Pobreza,,"13,04",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",211,
Lolol,Caracterización,Pobreza,,"18,33",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",122,
Loncoche,Caracterización,Pobreza,,"41,35",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",2,
Longaví,Caracterización,Pobreza,,"10,93",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",244,
Lonquimay,Caracterización,Pobreza,,"30,78",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",25,
Los Alamos,Caracterización,Pobreza,,"30,19",Es el porcentaje de habitantes de la comuna que viven bajo la línea de la pobreza,,,"En el ranking nacional de pobreza, la comuna se ubica en el lugar",28,
